OriginalAddress,AddressNumber,StreetName,StreetNamePostType,IntersectionSeparator,SecondStreetName,StreetNamePostDirectional,Recipient,StreetNamePreType,Unable to parse,OccupancyIdentifier,AddressNumberSuffix,StreetNamePreDirectional
122X WESTMINSTER ST ,122X,WESTMINSTER,ST,,,,,,,,,
88X PAYNE AV ,88X,PAYNE,AV,,,,,,,,,
69X JENKS AV ,69X,JENKS,AV,,,,,,,,,
92X CASE AV ,92X,CASE,AV,,,,,,,,,
47X YORK AV ,47X,YORK,AV,,,,,,,,,
40X CASE AV ,40X,CASE,AV,,,,,,,,,
104X ARCADE ST ,104X,ARCADE,ST,,,,,,,,,
118X MARYLAND AV E,118X,MARYLAND,AV,,,E,,,,,,
127X EDGERTON ST ,127X,EDGERTON,ST,,,,,,,,,
FOREST ST  & MARYLAND,,FOREST,ST,&,MARYLAND,,,,,,,
60X BUSH AV ,60X,BUSH,AV,,,,,,,,,
70X COOK AV E,70X,COOK,AV,,,E,,,,,,
128X EDGERTON ST ,128X,EDGERTON,ST,,,,,,,,,
81X MARYLAND AV E,81X,MARYLAND,AV,,,E,,,,,,
84X ORANGE AV E,84X,ORANGE,AV,,,E,,,,,,
81X MARYLAND AV E,81X,MARYLAND,AV,,,E,,,,,,
68X YORK AV ,68X,YORK,AV,,,,,,,,,
79X JESSAMINE AV E,79X,JESSAMINE,AV,,,E,,,,,,
59X IDAHO AV E,59X,IDAHO,AV,,,E,,,,,,
82X PAYNE AV ,82X,PAYNE,AV,,,,,,,,,
89X GERANIUM AV E,89X,GERANIUM,AV,,,E,,,,,,
102X YORK AV ,102X,YORK,AV,,,,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
85X ARCADE ST ,85X,ARCADE,ST,,,,,,,,,
118X MARYLAND AV E,118X,MARYLAND,AV,,,E,,,,,,
103X LAWSON AV E,103X,LAWSON,AV,,,E,,,,,,
103X DULUTH ST ,103X,DULUTH,ST,,,,,,,,,
67X HAWTHORNE AV E,67X,HAWTHORNE,AV,,,E,,,,,,
77X COOK AV E,77X,COOK,AV,,,E,,,,,,
86X WESTMINSTER ST ,86X,WESTMINSTER,ST,,,,,,,,,
98X IVY AV E,98X,IVY,AV,,,E,,,,,,
149X ARKWRIGHT ST ,149X,ARKWRIGHT,ST,,,,,,,,,
109X EARL ST ,109X,EARL,ST,,,,,,,,,
75X COTTAGE AV E,75X,COTTAGE,AV,,,E,,,,,,
120X WESTMINSTER ST ,120X,WESTMINSTER,ST,,,,,,,,,
9XX EDGERTON ST ,9XX,EDGERTON,ST,,,,,,,,,
111X GERANIUM AV E,111X,GERANIUM,AV,,,E,,,,,,
117X WESTMINSTER ST ,117X,WESTMINSTER,ST,,,,,,,,,
91X DESOTO ST ,91X,DESOTO,ST,,,,,,,,,
84X ARCADE ST ,84X,ARCADE,ST,,,,,,,,,
107X GERANIUM AV E,107X,GERANIUM,AV,,,E,,,,,,
11XX PAYNE AV ,11XX,PAYNE,AV,,,,,,,,,
88X PAYNE AV ,88X,PAYNE,AV,,,,,,,,,
132X WESTMINSTER ST ,132X,WESTMINSTER,ST,,,,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
118X ARCADE ST ,118X,ARCADE,ST,,,,,,,,,
COOK AV E & GREENBRIER,,COOK,AV,&,GREENBRIER,E,,,,,,
96X BRADLEY ST ,96X,BRADLEY,ST,,,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
114X PAYNE AV ,114X,PAYNE,AV,,,,,,,,,
135X WESTMINSTER ST ,135X,WESTMINSTER,ST,,,,,,,,,
90X RUSSELL ST ,90X,RUSSELL,ST,,,,,,,,,
166X ARCADE ST ,166X,ARCADE,ST,,,,,,,,,
70X MONTANA AV E,70X,MONTANA,AV,,,E,,,,,,
120X PAYNE AV ,120X,PAYNE,AV,,,,,,,,,
FOREST ST  & JENKS,,FOREST,ST,&,JENKS,,,,,,,
52X LARPENTEUR AV E,52X,LARPENTEUR,AV,,,E,,,,,,
39X MARYLAND AV E,39X,MARYLAND,AV,,,E,,,,,,
118X LARPENTEUR AV E,118X,LARPENTEUR,AV,,,E,,,,,,
72X PAYNE AV ,72X,PAYNE,AV,,,,,,,,,
85X BRADLEY ST ,85X,BRADLEY,ST,,,,,,,,,
59X SHERWOOD AV ,59X,SHERWOOD,AV,,,,,,,,,
110X CASE AV ,110X,CASE,AV,,,,,,,,,
52X LARPENTEUR AV E,52X,LARPENTEUR,AV,,,E,,,,,,
145X ARKWRIGHT ST ,145X,ARKWRIGHT,ST,,,,,,,,,
112X HYACINTH AV E,112X,HYACINTH,AV,,,E,,,,,,
113X HYACINTH AV E,113X,HYACINTH,AV,,,E,,,,,,
62X HYACINTH AV E,62X,HYACINTH,AV,,,E,,,,,,
133X BURR ST ,133X,BURR,ST,,,,,,,,,
ARCADE ST  & COOK,,ARCADE,ST,&,COOK,,,,,,,
BURR ST  & GERANIUM,,BURR,ST,&,GERANIUM,,,,,,,
110X ROSE AV E,110X,ROSE,AV,,,E,,,,,,
ARCADE ST  & LAWSON,,ARCADE,ST,&,LAWSON,,,,,,,
111X FRANK ST ,111X,FRANK,ST,,,,,,,,,
96X COOK AV E,96X,COOK,AV,,,E,,,,,,
108X CASE AV ,108X,CASE,AV,,,,,,,,,
68X JESSAMINE AV E,68X,JESSAMINE,AV,,,E,,,,,,
81X MONTANA AV E,81X,MONTANA,AV,,,E,,,,,,
105X MARYLAND AV E,105X,MARYLAND,AV,,,E,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
104X BRADLEY ST ,104X,BRADLEY,ST,,,,,,,,,
43X UNIVERSITY AV E,43X,UNIVERSITY,AV,,,E,,,,,,
66X JENKS AV ,66X,JENKS,AV,,,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
OLIVE ST  & UNIVERSITY,,OLIVE,ST,&,UNIVERSITY,,,,,,,
35X JESSAMINE AV E,35X,JESSAMINE,AV,,,E,,,,,,
66X COOK AV E,66X,COOK,AV,,,E,,,,,,
110X ARCADE ST ,110X,ARCADE,ST,,,,,,,,,
129X NEBRASKA AV E,129X,NEBRASKA,AV,,,E,,,,,,
128X FOREST ST ,128X,FOREST,ST,,,,,,,,,
101X YORK AV ,101X,YORK,AV,,,,,,,,,
85X LAWSON AV E,85X,LAWSON,AV,,,E,,,,,,
120X WESTMINSTER ST ,120X,WESTMINSTER,ST,,,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
126X ARCADE ST ,126X,ARCADE,ST,,,,,,,,,
113X JESSIE ST ,113X,JESSIE,ST,,,,,,,,,
104X EDGERTON ST ,104X,EDGERTON,ST,,,,,,,,,
JOHNSON PA  & MARYLAND,,,,,,,JOHNSON PA & MARYLAND,,,,,
67X BEDFORD ST ,67X,BEDFORD,ST,,,,,,,,,
BRADLEY ST  & COTTAGE,,BRADLEY,ST,&,COTTAGE,,,,,,,
39X JESSAMINE AV E,39X,JESSAMINE,AV,,,E,,,,,,
92X ARCADE ST ,92X,ARCADE,ST,,,,,,,,,
81X MARYLAND AV E,81X,MARYLAND,AV,,,E,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
62X IDAHO AV E,62X,IDAHO,AV,,,E,,,,,,
120X COOK AV E,120X,COOK,AV,,,E,,,,,,
95X MARYLAND AV E,95X,MARYLAND,AV,,,E,,,,,,
125X ARCADE ST ,125X,ARCADE,ST,,,,,,,,,
62X WELLS ST ,62X,WELLS,ST,,,,,,,,,
110X MARYLAND AV E,110X,MARYLAND,AV,,,E,,,,,,
114X PAYNE AV ,114X,PAYNE,AV,,,,,,,,,
133X MISSISSIPPI ST ,133X,MISSISSIPPI,ST,,,,,,,,,
168X ATLANTIC ST ,168X,ATLANTIC,ST,,,,,,,,,
108X JESSIE ST ,108X,JESSIE,ST,,,,,,,,,
73X SIMS AV ,73X,SIMS,AV,,,,,,,,,
136X ARKWRIGHT ST ,136X,ARKWRIGHT,ST,,,,,,,,,
150X ENGLISH ST ,150X,ENGLISH,ST,,,,,,,,,
119X BURR ST ,119X,BURR,ST,,,,,,,,,
88X HAWTHORNE AV E,88X,HAWTHORNE,AV,,,E,,,,,,
141X WESTMINSTER ST ,141X,WESTMINSTER,ST,,,,,,,,,
ARCADE ST  & JENKS,,ARCADE,ST,&,JENKS,,,,,,,
107X DESOTO ST ,107X,DESOTO,ST,,,,,,,,,
156X ENGLISH ST ,156X,ENGLISH,ST,,,,,,,,,
53X IOWA AV E,53X,IOWA,AV,,,E,,,,,,
120X PAYNE AV ,120X,PAYNE,AV,,,,,,,,,
105X PAYNE AV ,105X,PAYNE,AV,,,,,,,,,
97X ARCADE ST ,97X,ARCADE,ST,,,,,,,,,
30X COOK AV E,30X,COOK,AV,,,E,,,,,,
46X CASE AV ,46X,CASE,AV,,,,,,,,,
90X WESTMINSTER ST ,90X,WESTMINSTER,ST,,,,,,,,,
89X JESSIE ST ,89X,JESSIE,ST,,,,,,,,,
78X MARYLAND AV E,78X,MARYLAND,AV,,,E,,,,,,
44X LARPENTEUR AV E,44X,LARPENTEUR,AV,,,E,,,,,,
LAFAYETTE RD  & UNIVERSITY,,LAFAYETTE,RD,&,UNIVERSITY,,,,,,,
100X WALSH ST ,100X,WALSH,ST,,,,,,,,,
109X HYACINTH AV E,109X,HYACINTH,AV,,,E,,,,,,
80X MISSISSIPPI ST ,80X,MISSISSIPPI,ST,,,,,,,,,
120X HAWTHORNE AV E,120X,HAWTHORNE,AV,,,E,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
145X ARKWRIGHT ST ,145X,ARKWRIGHT,ST,,,,,,,,,
90X SIMS AV ,90X,SIMS,AV,,,,,,,,,
114X PAYNE AV ,114X,PAYNE,AV,,,,,,,,,
115X ARKWRIGHT ST ,115X,ARKWRIGHT,ST,,,,,,,,,
82X COOK AV E,82X,COOK,AV,,,E,,,,,,
95X DUCHESS ST ,95X,DUCHESS,ST,,,,,,,,,
87X ARCADE ST ,87X,ARCADE,ST,,,,,,,,,
PAYNE AV  & PHALEN,,PAYNE,AV,&,PHALEN,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
ARCADE ST  & HYACINTH,,ARCADE,ST,&,HYACINTH,,,,,,,
165X EASTSHORE DR ,165X,EASTSHORE,DR,,,,,,,,,
ARCADE ST  & MARYLAND,,ARCADE,ST,&,MARYLAND,,,,,,,
34X LAWSON AV E,34X,LAWSON,AV,,,E,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
72X HAWTHORNE AV E,72X,HAWTHORNE,AV,,,E,,,,,,
BURR ST  & GERANIUM,,BURR,ST,&,GERANIUM,,,,,,,
83X ORANGE AV E,83X,ORANGE,AV,,,E,,,,,,
ARLINGTON AV E & WESTMINSTER,,,,,,,ARLINGTON AV E & WESTMINSTER,,,,,
56X PHALEN BD ,56X,PHALEN,BD,,,,,,,,,
66X PAYNE AV ,66X,PAYNE,AV,,,,,,,,,
69X SHERWOOD AV ,69X,SHERWOOD,AV,,,,,,,,,
154X MISSISSIPPI ST ,154X,MISSISSIPPI,ST,,,,,,,,,
30X COOK AV E,30X,COOK,AV,,,E,,,,,,
157X ARCADE ST ,157X,ARCADE,ST,,,,,,,,,
90X COTTAGE AV E,90X,COTTAGE,AV,,,E,,,,,,
69X COOK AV E,69X,COOK,AV,,,E,,,,,,
103X DULUTH ST ,103X,DULUTH,ST,,,,,,,,,
74X ORANGE AV E,74X,ORANGE,AV,,,E,,,,,,
ARCADE ST  & MARYLAND,,ARCADE,ST,&,MARYLAND,,,,,,,
137X WESTMINSTER ST ,137X,WESTMINSTER,ST,,,,,,,,,
77X JENKS AV ,77X,JENKS,AV,,,,,,,,,
86X MARYLAND AV E,86X,MARYLAND,AV,,,E,,,,,,
87X GERANIUM AV E,87X,GERANIUM,AV,,,E,,,,,,
GERANIUM AV E & PAYNE,,,,,,,GERANIUM AV E & PAYNE,,,,,
101X WESTMINSTER ST ,101X,WESTMINSTER,ST,,,,,,,,,
90X SIMS AV ,90X,SIMS,AV,,,,,,,,,
110X ARCADE ST ,110X,ARCADE,ST,,,,,,,,,
38X WHEELOCK PA E,38X,WHEELOCK,PA,,,E,,,,,,
107X HYACINTH AV E,107X,HYACINTH,AV,,,E,,,,,,
94X DUCHESS ST ,94X,DUCHESS,ST,,,,,,,,,
75X PAYNE AV ,75X,PAYNE,AV,,,,,,,,,
EARL ST  & YORK,,EARL,ST,&,YORK,,,,,,,
66X MAGNOLIA AV E,66X,MAGNOLIA,AV,,,E,,,,,,
111X ARCADE ST ,111X,ARCADE,ST,,,,,,,,,
71X LARPENTEUR AV E,71X,LARPENTEUR,AV,,,E,,,,,,
JESSAMINE AV E & JESSIE,,,,,,,JESSAMINE AV E & JESSIE,,,,,
81X BURR ST ,81X,BURR,ST,,,,,,,,,
79X PARKWAY DR ,79X,PARKWAY,DR,,,,,,,,,
38X LAWSON AV E,38X,LAWSON,AV,,,E,,,,,,
70X ARLINGTON AV E,70X,ARLINGTON,AV,,,E,,,,,,
93X YORK AV ,93X,YORK,AV,,,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
81X MARYLAND AV E,81X,MARYLAND,AV,,,E,,,,,,
63X PHALEN BD ,63X,PHALEN,BD,,,,,,,,,
106X EARL ST ,106X,EARL,ST,,,,,,,,,
132X WALSH ST ,132X,WALSH,ST,,,,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
144X EASTSHORE DR ,144X,EASTSHORE,DR,,,,,,,,,
68X IVY AV E,68X,IVY,AV,,,E,,,,,,
70X CASE AV ,70X,CASE,AV,,,,,,,,,
110X COOK AV E,110X,COOK,AV,,,E,,,,,,
132X MISSISSIPPI ST ,132X,MISSISSIPPI,ST,,,,,,,,,
66X MARYLAND AV E,66X,MARYLAND,AV,,,E,,,,,,
161X SLOAN ST ,161X,SLOAN,ST,,,,,,,,,
90X COTTAGE AV E,90X,COTTAGE,AV,,,E,,,,,,
100X WALSH ST ,100X,WALSH,ST,,,,,,,,,
ARCADE ST  & YORK,,ARCADE,ST,&,YORK,,,,,,,
117X ARKWRIGHT ST ,117X,ARKWRIGHT,ST,,,,,,,,,
38X ARLINGTON AV E,38X,ARLINGTON,AV,,,E,,,,,,
43X NEVADA AV E,43X,NEVADA,AV,,,E,,,,,,
94X DUCHESS ST ,94X,DUCHESS,ST,,,,,,,,,
108X JENKS AV ,108X,JENKS,AV,,,,,,,,,
38X ARLINGTON AV E,38X,ARLINGTON,AV,,,E,,,,,,
138X PAYNE AV ,138X,PAYNE,AV,,,,,,,,,
59X PAYNE AV ,59X,PAYNE,AV,,,,,,,,,
87X BURR ST ,87X,BURR,ST,,,,,,,,,
145X ARKWRIGHT ST ,145X,ARKWRIGHT,ST,,,,,,,,,
93X WESTMINSTER ST ,93X,WESTMINSTER,ST,,,,,,,,,
112X EARL ST ,112X,EARL,ST,,,,,,,,,
114X ARKWRIGHT ST ,114X,ARKWRIGHT,ST,,,,,,,,,
76X SHERWOOD AV ,76X,SHERWOOD,AV,,,,,,,,,
91X JESSAMINE AV E,91X,JESSAMINE,AV,,,E,,,,,,
65X ORANGE AV E,65X,ORANGE,AV,,,E,,,,,,
86X MAGNOLIA AV E,86X,MAGNOLIA,AV,,,E,,,,,,
87X FOREST ST ,87X,FOREST,ST,,,,,,,,,
144X ARCADE ST ,144X,ARCADE,ST,,,,,,,,,
88X WESTMINSTER ST ,88X,WESTMINSTER,ST,,,,,,,,,
46X BRAINERD AV ,46X,BRAINERD,AV,,,,,,,,,
103X DULUTH ST ,103X,DULUTH,ST,,,,,,,,,
34X JENKS AV ,34X,JENKS,AV,,,,,,,,,
39X MARYLAND AV E,39X,MARYLAND,AV,,,E,,,,,,
68X BEDFORD ST ,68X,BEDFORD,ST,,,,,,,,,
37X COOK AV E,37X,COOK,AV,,,E,,,,,,
65X REANEY AV ,65X,REANEY,AV,,,,,,,,,
65X PAYNE AV ,65X,PAYNE,AV,,,,,,,,,
72X SHERWOOD AV ,72X,SHERWOOD,AV,,,,,,,,,
104X GERANIUM AV E,104X,GERANIUM,AV,,,E,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
114X PAYNE AV ,114X,PAYNE,AV,,,,,,,,,
71X GERANIUM AV E,71X,GERANIUM,AV,,,E,,,,,,
86X ARKWRIGHT ST ,86X,ARKWRIGHT,ST,,,,,,,,,
CASE AV  & FOREST,,,,,,,CASE AV & FOREST,,,,,
72X PAYNE AV ,72X,PAYNE,AV,,,,,,,,,
73X COOK AV E,73X,COOK,AV,,,E,,,,,,
103X MAGNOLIA AV E,103X,MAGNOLIA,AV,,,E,,,,,,
116X JESSAMINE AV E,116X,JESSAMINE,AV,,,E,,,,,,
92X DUCHESS ST ,92X,DUCHESS,ST,,,,,,,,,
104X BRADLEY ST ,104X,BRADLEY,ST,,,,,,,,,
85X ARCADE ST ,85X,ARCADE,ST,,,,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
97X DESOTO ST ,97X,DESOTO,ST,,,,,,,,,
30X HOYT AV E,30X,HOYT,AV,,,E,,,,,,
5XX REANEY AV ,5XX,REANEY,AV,,,,,,,,,
118X IVY AV E,118X,IVY,AV,,,E,,,,,,
74X ORANGE AV E,74X,ORANGE,AV,,,E,,,,,,
91X ARCADE ST ,91X,ARCADE,ST,,,,,,,,,
110X ARCADE ST ,110X,ARCADE,ST,,,,,,,,,
85X ARCADE ST ,85X,ARCADE,ST,,,,,,,,,
67X CASE AV ,67X,CASE,AV,,,,,,,,,
99X IVY AV E,99X,IVY,AV,,,E,,,,,,
85X ARCADE ST ,85X,ARCADE,ST,,,,,,,,,
49X PAYNE AV ,49X,PAYNE,AV,,,,,,,,,
51X JESSAMINE AV E,51X,JESSAMINE,AV,,,E,,,,,,
87X PAYNE AV ,87X,PAYNE,AV,,,,,,,,,
89X ARCADE ST ,89X,ARCADE,ST,,,,,,,,,
99X BURR ST ,99X,BURR,ST,,,,,,,,,
38X WHEELOCK PA E,38X,WHEELOCK,PA,,,E,,,,,,
85X JENKS AV ,85X,JENKS,AV,,,,,,,,,
88X PAYNE AV ,88X,PAYNE,AV,,,,,,,,,
102X YORK AV ,102X,YORK,AV,,,,,,,,,
134X SEARLE ST ,134X,SEARLE,ST,,,,,,,,,
EARL ST  & SIMS,,EARL,ST,&,SIMS,,,,,,,
85X PAYNE AV ,85X,PAYNE,AV,,,,,,,,,
145X ARKWRIGHT ST ,145X,ARKWRIGHT,ST,,,,,,,,,
82X SIMS AV ,82X,SIMS,AV,,,,,,,,,
82X SIMS AV ,82X,SIMS,AV,,,,,,,,,
150X WESTMINSTER ST ,150X,WESTMINSTER,ST,,,,,,,,,
111X GERANIUM AV E,111X,GERANIUM,AV,,,E,,,,,,
152X WESTMINSTER ST ,152X,WESTMINSTER,ST,,,,,,,,,
68X MAGNOLIA AV E,68X,MAGNOLIA,AV,,,E,,,,,,
59X PAYNE AV ,59X,PAYNE,AV,,,,,,,,,
WESTMINSTER ST  & YORK,,WESTMINSTER,ST,&,YORK,,,,,,,
89X LAWSON AV E,89X,LAWSON,AV,,,E,,,,,,
72X HAWTHORNE AV E,72X,HAWTHORNE,AV,,,E,,,,,,
105X JESSIE ST ,105X,JESSIE,ST,,,,,,,,,
122X MAGNOLIA AV E,122X,MAGNOLIA,AV,,,E,,,,,,
66X COTTAGE AV E,66X,COTTAGE,AV,,,E,,,,,,
134X ARKWRIGHT ST ,134X,ARKWRIGHT,ST,,,,,,,,,
100X ARCADE ST ,100X,ARCADE,ST,,,,,,,,,
58X CASE AV ,58X,CASE,AV,,,,,,,,,
110X PAYNE AV ,110X,PAYNE,AV,,,,,,,,,
150X ATLANTIC ST ,150X,ATLANTIC,ST,,,,,,,,,
103X DESOTO ST ,103X,DESOTO,ST,,,,,,,,,
78X JESSAMINE AV E,78X,JESSAMINE,AV,,,E,,,,,,
86X JESSIE ST ,86X,JESSIE,ST,,,,,,,,,
68X JESSAMINE AV E,68X,JESSAMINE,AV,,,E,,,,,,
61X HOYT AV E,61X,HOYT,AV,,,E,,,,,,
142X PAYNE AV ,142X,PAYNE,AV,,,,,,,,,
137X WESTMINSTER ST ,137X,WESTMINSTER,ST,,,,,,,,,
I35E FW N & PENNSYLVANIA,,I35E,FW,&,PENNSYLVANIA,N,,,,,,
66X MARYLAND AV E,66X,MARYLAND,AV,,,E,,,,,,
60X HOYT AV E,60X,HOYT,AV,,,E,,,,,,
61X HOYT AV E,61X,HOYT,AV,,,E,,,,,,
99X ARCADE ST ,99X,ARCADE,ST,,,,,,,,,
ARLINGTON AV E & EDGERTON,,ARLINGTON,AV,&,EDGERTON,E,,,,,,
132X FOREST ST ,132X,FOREST,ST,,,,,,,,,
103X JESSIE ST ,103X,JESSIE,ST,,,,,,,,,
61X LAFAYETTE RD ,61X,LAFAYETTE,RD,,,,,,,,,
OTSEGO ST  & TEDESCO,,OTSEGO,ST,&,TEDESCO,,,,,,,
98X BURR ST ,98X,BURR,ST,,,,,,,,,
88X MARYLAND AV E,88X,MARYLAND,AV,,,E,,,,,,
93X JENKS AV ,93X,JENKS,AV,,,,,,,,,
137X WESTMINSTER ST ,137X,WESTMINSTER,ST,,,,,,,,,
155X EDGERTON ST ,155X,EDGERTON,ST,,,,,,,,,
115X MAGNOLIA AV E,115X,MAGNOLIA,AV,,,E,,,,,,
4XX LAWSON AV E,4XX,LAWSON,AV,,,E,,,,,,
36X GROVE ST ,36X,GROVE,ST,,,,,,,,,
128X JESSIE ST ,128X,JESSIE,ST,,,,,,,,,
74X NEBRASKA AV E,74X,NEBRASKA,AV,,,E,,,,,,
135X COHANSEY ST ,135X,COHANSEY,ST,,,,,,,,,
86X SIMCOE ST ,86X,SIMCOE,ST,,,,,,,,,
157X LORIENT ST ,157X,LORIENT,ST,,,,,,,,,
115X GALTIER ST ,115X,GALTIER,ST,,,,,,,,,
COOK AV W & WOODBRIDGE,,COOK,AV,&,WOODBRIDGE,W,,,,,,
MARYLAND AV W & RICE,,,,,,,MARYLAND AV W & RICE,,,,,
9X CALIFORNIA AV W,9X,CALIFORNIA,AV,,,W,,,,,,
28X BURGESS ST ,28X,BURGESS,ST,,,,,,,,,
105X CUMBERLAND ST ,105X,CUMBERLAND,ST,,,,,,,,,
2X JESSAMINE AV E,2X,JESSAMINE,AV,,,E,,,,,,
128X JACKSON ST ,128X,JACKSON,ST,,,,,,,,,
18X ARLINGTON AV E,18X,ARLINGTON,AV,,,E,,,,,,
129X GALTIER ST ,129X,GALTIER,ST,,,,,,,,,
10X MAGNOLIA AV W,10X,MAGNOLIA,AV,,,W,,,,,,
131X RICE ST ,131X,RICE,ST,,,,,,,,,
5X GERANIUM AV W,5X,GERANIUM,AV,,,W,,,,,,
160X COHANSEY ST ,160X,COHANSEY,ST,,,,,,,,,
153X WOODBRIDGE ST ,153X,WOODBRIDGE,ST,,,,,,,,,
77X PARK ST ,77X,PARK,ST,,,,,,,,,
86X SIMCOE ST ,86X,SIMCOE,ST,,,,,,,,,
118X MACKUBIN ST ,118X,MACKUBIN,ST,,,,,,,,,
79X PARK ST ,79X,PARK,ST,,,,,,,,,
24X SYCAMORE ST W,24X,SYCAMORE,ST,,,W,,,,,,
54X STINSON ST ,54X,STINSON,ST,,,,,,,,,
8X COOK AV W,8X,COOK,AV,,,W,,,,,,
24X MARYLAND AV E,24X,MARYLAND,AV,,,E,,,,,,
115X NORTON ST ,115X,NORTON,ST,,,,,,,,,
30X TOPPING ST ,30X,TOPPING,ST,,,,,,,,,
144X RICE ST ,144X,RICE,ST,,,,,,,,,
24X MARYLAND AV E,24X,MARYLAND,AV,,,E,,,,,,
163X RICE ST ,163X,RICE,ST,,,,,,,,,
47X HATCH AV ,47X,HATCH,AV,,,,,,,,,
92X SYLVAN ST ,92X,SYLVAN,ST,,,,,,,,,
5X JESSAMINE AV W,5X,JESSAMINE,AV,,,W,,,,,,
47X HATCH AV ,47X,HATCH,AV,,,,,,,,,
54X FRONT AV ,54X,FRONT,AV,,,,,,,,,
157X WOODBRIDGE ST ,157X,WOODBRIDGE,ST,,,,,,,,,
99X ALBEMARLE ST ,99X,ALBEMARLE,ST,,,,,,,,,
SYLVAN ST N & LARPENTEUR,,SYLVAN,ST,&,LARPENTEUR,N,,,,,,
10X LARPENTEUR AV W,10X,LARPENTEUR,AV,,,W,,,,,,
12X ARLINGTON AV E,12X,ARLINGTON,AV,,,E,,,,,,
ATWATER ST  & RICE,,ATWATER,ST,&,RICE,,,,,,,
AGATE ST  & SYCAMORE,,AGATE,ST,&,SYCAMORE,,,,,,,
24X MARYLAND AV E,24X,MARYLAND,AV,,,E,,,,,,
9X JESSAMINE AV W,9X,JESSAMINE,AV,,,W,,,,,,
131X FARRINGTON ST ,131X,FARRINGTON,ST,,,,,,,,,
22X SYCAMORE ST W,22X,SYCAMORE,ST,,,W,,,,,,
160X JACKSON ST ,160X,JACKSON,ST,,,,,,,,,
6X JESSAMINE AV W,6X,JESSAMINE,AV,,,W,,,,,,
10X LARPENTEUR AV W,10X,LARPENTEUR,AV,,,W,,,,,,
24X MARYLAND AV E,24X,MARYLAND,AV,,,E,,,,,,
12X WHEELOCK PA W,12X,WHEELOCK,PA,,,W,,,,,,
135X FARRINGTON ST ,135X,FARRINGTON,ST,,,,,,,,,
149X FARRINGTON ST ,149X,FARRINGTON,ST,,,,,,,,,
14X CASE AV ,14X,CASE,AV,,,,,,,,,
129X MARION ST ,129X,MARION,ST,,,,,,,,,
MARYLAND AV W & WESTERN,,,,,,,MARYLAND AV W & WESTERN,,,,,
162X MARION ST ,162X,MARION,ST,,,,,,,,,
117X MATILDA ST ,117X,MATILDA,ST,,,,,,,,,
46X MARYLAND AV W,46X,MARYLAND,AV,,,W,,,,,,
15X ACKER ST E,15X,ACKER,ST,,,E,,,,,,
28X ARLINGTON AV W,28X,ARLINGTON,AV,,,W,,,,,,
17X ROSE AV W,17X,ROSE,AV,,,W,,,,,,
89X RICE ST ,89X,RICE,ST,,,,,,,,,
108X GALTIER ST ,108X,GALTIER,ST,,,,,,,,,
60X FRONT AV ,60X,FRONT,AV,,,,,,,,,
19X ACKER ST E,19X,ACKER,ST,,,E,,,,,,
91X PARK ST ,91X,PARK,ST,,,,,,,,,
106X RICE ST ,106X,RICE,ST,,,,,,,,,
26X COTTAGE AV W,26X,COTTAGE,AV,,,W,,,,,,
4X ATWATER ST ,4X,ATWATER,ST,,,,,,,,,
12X ACKER ST E,12X,ACKER,ST,,,E,,,,,,
ARLINGTON AV W & DALE,,,,,,,,,ARLINGTON AV W & DALE,,,
154X MARION ST ,154X,MARION,ST,,,,,,,,,
16X LARPENTEUR AV W,16X,LARPENTEUR,AV,,,W,,,,,,
JACKSON ST  & MARYLAND,,JACKSON,ST,&,MARYLAND,,,,,,,
164X MARION ST ,164X,MARION,ST,,,,,,,,,
41X MARYLAND AV W,41X,MARYLAND,AV,,,W,,,,,,
164X CUMBERLAND ST ,164X,CUMBERLAND,ST,,,,,,,,,
164X CUMBERLAND ST ,164X,CUMBERLAND,ST,,,,,,,,,
6X COOK AV W,6X,COOK,AV,,,W,,,,,,
84X RICE ST ,84X,RICE,ST,,,,,,,,,
92X SYLVAN ST ,92X,SYLVAN,ST,,,,,,,,,
I35E FW N & MARYLAND,,I35E,FW,&,MARYLAND,N,,,,,,
46X MARYLAND AV W,46X,MARYLAND,AV,,,W,,,,,,
4X MARYLAND AV E,4X,MARYLAND,AV,,,E,,,,,,
33X TOPPING ST ,33X,TOPPING,ST,,,,,,,,,
9X HOYT AV W,9X,HOYT,AV,,,W,,,,,,
